oem,oem_norm,hr_raw,hr_code,matched
BSC24-1506,BSC241506,HR81351,HR 81351,1
BSC24-1507,BSC241507,HR80580,HR 80580,1
BSC24-152811,BSC24152811,HR8438,HR 8438,1
BSC24-1601,BSC241601,HR81352,HR 81352,0
BSC24-16036,BSC2416036,HR7716,HR 7716,1
BSC24-1723K,BSC241723K,HR81081,HR 81081,1
BSC24-1801,BSC241801,HR8351,HR 8351,1
BSC24-19579,BSC2419579,HR7244,HR 7244,1
BSC24-2001,BSC242001,HR81060,HR 81060,0
BSC24-2001P,BSC242001P,HR81751,HR 81751,1
BSC24-2002,BSC242002,HR7690,HR 7690,1
BSC24-2004S,BSC242004S,HR7438,HR 7438,1
BSC24-2008,BSC242008,HR81337,HR 81337,1
BSC24-2020,BSC242020,HR81061,HR 81061,1
BSC24-2105,BSC242105,HR8597,HR 8597,1
BSC24-2105A,BSC242105A,HR7418,HR 7418,1
BSC24-2221K,BSC242221K,HR81062,HR 81062,0
BSC24-2222K,BSC242222K,HR80657,HR 80657,0
BSC24-2226K,BSC242226K,HR80564,HR 80564,0
BSC24-2422CD,BSC242422CD,HR81752,HR 81752,1
BSC24-2422DB,BSC242422DB,HR81753,HR 81753,1
BSC24-2422DH,BSC242422DH,HR80362,HR 80362,1
BSC24-2422K,BSC242422K,HR7918,HR 7918,1
BSC24-2422L,BSC242422L,HR81064,HR 81064,0
BSC24-2422TB2,BSC242422TB2,HR81746,HR 81746,0
BSC24-2603,BSC242603,HR81065,HR 81065,1
BSC24-2603C,BSC242603C,HR81065,HR 81065,1
BSC24-2603S,BSC242603S,HR81065,HR 81065,1
BSC24-2603S0X,BSC242603S0X,HR81065,HR 81065,1
BSC24-2607S,BSC242607S,HR81025,HR 81025,1
BSC24-2625S,BSC242625S,HR80288,HR 80288,1
BSC24-2626S,BSC242626S,HR80468,HR 80468,0
BSC24-2631S,BSC242631S,HR8439,HR 8439,1
BSC24-2633S,BSC242633S,HR80362,HR 80362,1
BSC24-2635S,BSC242635S,HR80471,HR 80471,1
BSC24-2636S,BSC242636S,HR80471,HR 80471,1
BSC24-2649S,BSC242649S,HR81754,HR 81754,1
BSC24-2655S,BSC242655S,HR81467,HR 81467,0
BSC24-2658S,BSC242658S,HR8210,HR 8210,1
BSC24-2660S,BSC242660S,HR81467,HR 81467,0
BSC24-2666S,BSC242666S,HR81066,HR 81066,0
BSC24-2670S,BSC242670S,HR81755,HR 81755,1
BSC24-2688S,BSC242688S,HR80008,HR 80008,1
BSC24-2951,BSC242951,HR8351,HR 8351,1
BSC24-2965,BSC242965,HR81354,HR 81354,1
BSC24-3008,BSC243008,HR81756,HR 81756,0
BSC24-3031,BSC243031,HR81089,HR 81089,1
BSC24-3050,BSC243050,HR81116,HR 81116,1
BSC24-3066,BSC243066,HR81089,HR 81089,1
BSC24-3104,BSC243104,HR81355,HR 81355,1
BSC24-3106C,BSC243106C,HR80161,HR 80161,0
BSC24-3201,BSC243201,HR8910,HR 8910,1
BSC24-3201T,BSC243201T,HR8910,HR 8910,1
BSC24-3202,BSC243202,HR8920,HR 8920,1
BSC24-3203,BSC243203,HR8298,HR 8298,1
BSC24-3303,BSC243303,HR80147,HR 80147,0
BSC24-3303J,BSC243303J,HR80181,HR 80181,0
BSC24-3309J,BSC243309J,HR80363,HR 80363,1
BSC24-3310J,BSC243310J,HR81691,HR 81691,0
BSC24-3311J,BSC243311J,HR80397,HR 80397,1
BSC24-3315J,BSC243315J,HR81030,HR 81030,0
BSC24-3316,BSC243316,HR80362,HR 80362,1
BSC24-3316J,BSC243316J,HR80375,HR 80375,1
BSC24-3319J,BSC243319J,HR80363,HR 80363,1
BSC24-3322,BSC243322,HR80004,HR 80004,0
BSC24-3324,BSC243324,HR80004,HR 80004,0
BSC24-3326J,BSC243326J,HR81032,HR 81032,0
BSC24-3327,BSC243327,HR81033,HR 81033,0
BSC24-3327J,BSC243327J,HR81035,HR 81035,0
BSC24-3328J,BSC243328J,HR81039,HR 81039,0
BSC24-3336J,BSC243336J,HR80885,HR 80885,0
BSC24-3338J,BSC243338J,HR81040,HR 81040,0
BSC24-3353,BSC243353,HR80608,HR 80608,1
BSC24-3353B,BSC243353B,HR81758,HR 81758,0
BSC24-3353H,BSC243353H,HR8358,HR 8358,1
BSC24-3353H-11,BSC243353H11,HR81356,HR 81356,0
BSC24-3353H-14,BSC243353H14,HR81357,HR 81357,0
BSC24-3353H-2,BSC243353H2,HR81200,HR 81200,0
BSC24-3353H-27,BSC243353H27,HR81757,HR 81757,0
BSC24-3353H-4,BSC243353H4,HR81357,HR 81357,0
BSC24-3353H-6,BSC243353H6,HR81761,HR 81761,0
BSC24-3353H-9,BSC243353H9,HR81358,HR 81358,0
BSC24-3353L,BSC243353L,HR80608,HR 80608,1
BSC24-3353R,BSC243353R,HR81359,HR 81359,1
BSC24-3355H-9,BSC243355H9,HR81752,HR 81752,1
BSC24-3355I,BSC243355I,HR81717,HR 81717,0
BSC24-3360-4P,BSC2433604P,HR81762,HR 81762,1
BSC24-3364J,BSC243364J,HR80177,HR 80177,0
BSC24-3366J,BSC243366J,HR80444,HR 80444,1
BSC24-3368J,BSC243368J,HR80672,HR 80672,1
BSC24-3380,BSC243380,HR8438,HR 8438,1
BSC24-3393,BSC243393,HR7627,HR 7627,1
BSC24-3401,BSC243401,HR8358,HR 8358,1
BSC24-3404,BSC243404,HR81763,HR 81763,0
BSC24-3604,BSC243604,HR46982,HR 46982,1
BSC24-3605,BSC243605,HR46099,HR 46099,1
BSC24-3792M,BSC243792M,HR81075,HR 81075,0
BSC24-3931,BSC243931,HR81764,HR 81764,0
BSC24-3931M,BSC243931M,HR81063,HR 81063,0
BSC24-3955V,BSC243955V,HR81071,HR 81071,0
BSC24-3963V,BSC243963V,HR80571,HR 80571,1
BSC24-3965,BSC243965,HR80652,HR 80652,0
BSC24-3965M,BSC243965M,HR80652,HR 80652,0
BSC24-3972M,BSC243972M,HR81075,HR 81075,0
BSC24-3973M,BSC243973M,HR80175,HR 80175,0
BSC24-3978M,BSC243978M,HR80730,HR 80730,0
BSC24-4004A,BSC244004A,HR80016,HR 80016,1
BSC24-4005,BSC244005,HR46142,HR 46142,1
BSC24-4201A,BSC244201A,HR80182,HR 80182,0
BSC24-4406,BSC244406,HR80160,HR 80160,0
BSC24-4410,BSC244410,HR81200,HR 81200,0
BSC24-4411,BSC244411,HR7918,HR 7918,1
BSC24-4418,BSC244418,HR81200,HR 81200,0
BSC24-4480,BSC244480,HR81080,HR 81080,0
BSC24-4487,BSC244487,HR8438,HR 8438,1
BSC24-4488,BSC244488,HR81240,HR 81240,0
BSC24-4489,BSC244489,HR81242,HR 81242,0
BSC24-4490,BSC244490,HR81093,HR 81093,0
BSC24-4802,BSC244802,HR8907,HR 8907,1
BSC24-4853,BSC244853,HR7419,HR 7419,1
BSC24-5002,BSC245002,HR81067,HR 81067,0
BSC24-5101H,BSC245101H,HR81360,HR 81360,0
BSC24-5206,BSC245206,HR81095,HR 81095,0
BSC24-5208,BSC245208,HR81101,HR 81101,0
BSC24-5209,BSC245209,HR81103,HR 81103,0
BSC24-5305,BSC245305,HR80004,HR 80004,0
BSC24-5375,BSC245375,HR46266,HR 46266,1
BSC24-5378,BSC245378,HR47289,HR 47289,1
BSC24-5501K,BSC245501K,HR81104,HR 81104,0
BSC24-5555V,BSC245555V,HR81238,HR 81238,0
BSC24-6828,BSC246828,HR81068,HR 81068,1
BSC24-8301,BSC248301,HR8318,HR 8318,1
BSC24N0102A,BSC24N0102A,HR80359,HR 80359,1
BSC24N0102B,BSC24N0102B,HR80426,HR 80426,0
BSC24N0103,BSC24N0103,HR80016,HR 80016,1
BSC24N0104,BSC24N0104,HR81747,HR 81747,1
BSC24N0110,BSC24N0110,HR81762,HR 81762,1
BSC24N0114,BSC24N0114,HR80426,HR 80426,0
BSC24-N0505,BSC24N0505,HR81744,HR 81744,0
BSC24-N0507,BSC24N0507,HR81745,HR 81745,0
BSC24N0811,BSC24N0811,HR7686,HR 7686,1
BSC24N1804,BSC24N1804,HR80742,HR 80742,0
BSC24N2321S,BSC24N2321S,HR46266,HR 46266,1
BSC24N2330S,BSC24N2330S,HR46266,HR 46266,1
BSC24N2331S,BSC24N2331S,HR46968,HR 46968,0
BSC24N2333S,BSC24N2333S,HR46266,HR 46266,1
BSC24-N2343S,BSC24N2343S,HR81041,HR 81041,0
BSC24-N2343S0X,BSC24N2343S0X,HR81041,HR 81041,0
BSC24N2345S,BSC24N2345S,HR46969,HR 46969,0
BSC24N2354S,BSC24N2354S,HR46970,HR 46970,0
BSC24N2358S,BSC24N2358S,HR46590,HR 46590,1
BSC24N23-6030X,BSC24N236030X,HR46989,HR 46989,0
BSC24N2360S,BSC24N2360S,HR46989,HR 46989,0
BSC24N2361S,BSC24N2361S,HR46703,HR 46703,1
BSC24N2363S,BSC24N2363S,HR46972,HR 46972,0
BSC24N2371S,BSC24N2371S,HR46594,HR 46594,0
BSC24N2374S,BSC24N2374S,HR46225,HR 46225,1
BSC24N2375S,BSC24N2375S,HR46973,HR 46973,1
BSC24N2382S,BSC24N2382S,HR46703,HR 46703,1
BSC24N2384S,BSC24N2384S,HR46974,HR 46974,0
BSC24N2385S,BSC24N2385S,HR46783,HR 46783,0
BSC24N2388S,BSC24N2388S,HR46975,HR 46975,0
BSC24N2396S,BSC24N2396S,HR46976,HR 46976,0
BSC24N2474S,BSC24N2474S,HR46225,HR 46225,1
BSC24N40G1,BSC24N40G1,HR48663,HR 48663,0
BSC24-N4402,BSC24N4402,HR81338,HR 81338,1
BSC25-0100,BSC250100,HR81175,HR 81175,1
BSC25-0101,BSC250101,HR7022,HR 7022,1
BSC25-0103,BSC250103,HR80347,HR 80347,1
BSC25-0106,BSC250106,HR80368,HR 80368,1
BSC25-0108D,BSC250108D,HR81778,HR 81778,0
BSC25-0108W,BSC250108W,HR80919,HR 80919,1
BSC25-0109,BSC250109,HR8799,HR 8799,1
BSC25-0109A,BSC250109A,HR81779,HR 81779,0
BSC25-0109F,BSC250109F,HR8799,HR 8799,1
BSC25-0109Q,BSC250109Q,HR81090,HR 81090,0
BSC25-0109S,BSC250109S,HR8799,HR 8799,1
BSC25-0109ZA,BSC250109ZA,HR8799,HR 8799,1
BSC25-0111,BSC250111,HR81780,HR 81780,0
BSC25-0113,BSC250113,HR80877,HR 80877,0
BSC25-0115,BSC250115,HR7145,HR 7145,1
BSC25-0116,BSC250116,HR81365,HR 81365,1
BSC25-0120,BSC250120,HR7146,HR 7146,1
BSC25-0120F,BSC250120F,HR7146,HR 7146,1
BSC25-0124F,BSC250124F,HR81076,HR 81076,1
BSC25-0125,BSC250125,HR80367,HR 80367,1
BSC25-0125F,BSC250125F,HR80367,HR 80367,1
BSC25-0127,BSC250127,HR81074,HR 81074,1
BSC25-0129,BSC250129,HR80548,HR 80548,1
BSC25-0133,BSC250133,HR47290,HR 47290,1
BSC25-0134,BSC250134,HR46296,HR 46296,0
BSC25-0137,BSC250137,HR81024,HR 81024,1
BSC25-0143,BSC250143,HR7022,HR 7022,1
BSC25-0146,BSC250146,HR80366,HR 80366,1
BSC25-0147,BSC250147,HR80366,HR 80366,1
BSC25-0154,BSC250154,HR81366,HR 81366,1
BSC25-0155,BSC250155,HR80371,HR 80371,1
BSC25-0157,BSC250157,HR7146,HR 7146,1
BSC25-0160,BSC250160,HR8799,HR 8799,1
BSC25-0169,BSC250169,HR47290,HR 47290,1
BSC25-0177,BSC250177,HR46076,HR 46076,1
BSC25-0194,BSC250194,HR8649,HR 8649,1
BSC25-0195,BSC250195,HR8703,HR 8703,1
BSC25-01BW2,BSC2501BW2,HR80147,HR 80147,0
BSC25-01BW5,BSC2501BW5,HR80148,HR 80148,0
BSC25-01BW7,BSC2501BW7,HR7426,HR 7426,1
BSC25-01H,BSC2501H,HR7022,HR 7022,1
BSC25-01N4003B,BSC2501N4003B,HR8956,HR 8956,1
BSC25-01N4004,BSC2501N4004,HR80467,HR 80467,1
BSC25-01N4004A,BSC2501N4004A,HR80467,HR 80467,1
BSC25-01N4004B,BSC2501N4004B,HR80365,HR 80365,1
BSC25-01N4004R,BSC2501N4004R,HR80468,HR 80468,0
BSC25-01N4005C,BSC2501N4005C,HR80360,HR 80360,1
BSC25-01N4010A,BSC2501N4010A,HR81766,HR 81766,1
BSC25-01N4013A,BSC2501N4013A,HR81777,HR 81777,1
BSC25-01N4013B,BSC2501N4013B,HR81087,HR 81087,1
BSC25-01N4016C,BSC2501N4016C,HR81086,HR 81086,0
BSC25-01N4016D,BSC2501N4016D,HR81845,HR 81845,1
BSC25-01N4019G,BSC2501N4019G,HR81088,HR 81088,1
BSC25-01N4034A,BSC2501N4034A,HR80016,HR 80016,1
BSC25-01N4034B,BSC2501N4034B,HR81203,HR 81203,0
BSC25-01N4034C,BSC2501N4034C,HR81203,HR 81203,0
BSC25-01N4034D,BSC2501N4034D,HR81962,HR 81962,1
BSC25-01N4034E,BSC2501N4034E,HR80062,HR 80062,1
BSC25-01N4034G,BSC2501N4034G,HR82353,HR 82353,0
BSC25-01N4034OC,BSC2501N4034OC,HR81203,HR 81203,0
BSC25-01N4034X,BSC2501N4034X,HR48386,HR 48386,0
BSC25-01N4083F,BSC2501N4083F,HR81848,HR 81848,1
BSC25-01N4084,BSC2501N4084,HR81089,HR 81089,1
BSC25-01N4084C,BSC2501N4084C,HR80004,HR 80004,0
BSC25-01N4084E,BSC2501N4084E,HR81821,HR 81821,1
BSC25-01N4085,BSC2501N4085,HR80004,HR 80004,0
BSC25-01N4085C,BSC2501N4085C,HR80004,HR 80004,0
BSC25-01N40A,BSC2501N40A,HR81363,HR 81363,1
BSC25-01N40A2,BSC2501N40A2,HR81818,HR 81818,1
BSC25-01N40K,BSC2501N40K,HR8896,HR 8896,1
BSC25-01N40L4,BSC2501N40L4,HR81086,HR 81086,0
BSC25-01N40L5,BSC2501N40L5,HR81086,HR 81086,0
BSC25-01N40Q,BSC2501N40Q,HR8896,HR 8896,1
BSC25-01N40T,BSC2501N40T,HR80467,HR 80467,1
BSC25-0201B-2,BSC250201B2,HR81782,HR 81782,0
BSC25-0201M,BSC250201M,HR47290,HR 47290,1
BSC25-0202,BSC250202,HR81783,HR 81783,0
BSC25-0202A,BSC250202A,HR7775,HR 7775,1
BSC25-0202B1,BSC250202B1,HR81784,HR 81784,0
BSC25-0202C1,BSC250202C1,HR46499,HR 46499,1
BSC25-0202G,BSC250202G,HR81920,HR 81920,0
BSC25-0203B,BSC250203B,HR81785,HR 81785,1
BSC25-0203U,BSC250203U,HR46533,HR 46533,1
BSC25-0203Y,BSC250203Y,HR8926,HR 8926,1
BSC25-0205,BSC250205,HR80563,HR 80563,0
BSC25-0206H,BSC250206H,HR82238,HR 82238,0
BSC25-0206R,BSC250206R,HR81786,HR 81786,0
BSC25-0207,BSC250207,HR7860,HR 7860,1
BSC25-0207M,BSC250207M,HR46988,HR 46988,0
BSC25-0207MOX,BSC250207MOX,HR46988,HR 46988,0
BSC25-0208H,BSC250208H,HR48386,HR 48386,0
BSC25-0208M,BSC250208M,HR46989,HR 46989,0
BSC25-0209C,BSC250209C,HR80344,HR 80344,1
BSC25-0209G,BSC250209G,HR80344,HR 80344,1
BSC25-0211,BSC250211,HR8452,HR 8452,1
BSC25-02110X,BSC2502110X,HR8452,HR 8452,1
BSC25-0213A,BSC250213A,HR47165,HR 47165,0
BSC25-0213M,BSC250213M,HR46983,HR 46983,0
BSC25-0213MOX,BSC250213MOX,HR46983,HR 46983,0
BSC25-0214B,BSC250214B,HR81203,HR 81203,0
BSC25-0214T,BSC250214T,HR81109,HR 81109,0
BSC25-0214Z,BSC250214Z,HR81787,HR 81787,0
BSC25-0215M,BSC250215M,HR46983,HR 46983,0
BSC25-0217G,BSC250217G,HR82073,HR 82073,0
BSC25-0217R,BSC250217R,HR8649,HR 8649,1
BSC25-0217S,BSC250217S,HR80362,HR 80362,1
BSC25-0218,BSC250218,HR46296,HR 46296,0
BSC25-0218A,BSC250218A,HR80390,HR 80390,1
BSC25-0218M,BSC250218M,HR47167,HR 47167,1
BSC25-0220,BSC250220,HR81209,HR 81209,0
BSC25-0221,BSC250221,HR8926,HR 8926,1
BSC25-0222,BSC250222,HR7729,HR 7729,1
BSC25-0222M,BSC250222M,HR47166,HR 47166,0
BSC25-0222MOX,BSC250222MOX,HR47166,HR 47166,0
BSC25-0225,BSC250225,HR80380,HR 80380,0
BSC25-0226,BSC250226,HR8926,HR 8926,1
BSC25-0228,BSC250228,HR8926,HR 8926,1
BSC25-0230,BSC250230,HR80368,HR 80368,1
BSC25-0230D,BSC250230D,HR80242,HR 80242,1
BSC25-0231,BSC250231,HR80917,HR 80917,1
BSC25-0232A,BSC250232A,HR80918,HR 80918,1
BSC25-0233,BSC250233,HR81782,HR 81782,0
BSC25-0234,BSC250234,HR81855,HR 81855,1
BSC25-0235A,BSC250235A,HR80016,HR 80016,1
BSC25-0237F,BSC250237F,HR81173,HR 81173,1
BSC25-0237M,BSC250237M,HR46266,HR 46266,1
BSC25-0237MOX,BSC250237MOX,HR46266,HR 46266,1
BSC25-0240M,BSC250240M,HR46266,HR 46266,1
BSC25-0241,BSC250241,HR80333,HR 80333,1
BSC25-0244,BSC250244,HR81007,HR 81007,1
BSC25-0246,BSC250246,HR47291,HR 47291,1
BSC25-0251M,BSC250251M,HR47167,HR 47167,1
BSC25-0252,BSC250252,HR81477,HR 81477,0
BSC25-0252M,BSC250252M,HR46266,HR 46266,1
BSC25-0252R,BSC250252R,HR80341,HR 80341,0
BSC25-0252Y,BSC250252Y,HR80341,HR 80341,0
BSC25-0262,BSC250262,HR81788,HR 81788,1
BSC25-0264,BSC250264,HR7860,HR 7860,1
BSC25-0268M,BSC250268M,HR47292,HR 47292,0
BSC25-0270F,BSC250270F,HR81370,HR 81370,0
BSC25-0273,BSC250273,HR81369,HR 81369,1
BSC25-0273C,BSC250273C,HR8926,HR 8926,1
BSC25-0273F,BSC250273F,HR81369,HR 81369,1
BSC25-0274B,BSC250274B,HR81370,HR 81370,0
BSC25-0274H,BSC250274H,HR8358,HR 8358,1
BSC25-0274L,BSC250274L,HR8358,HR 8358,1
BSC25-0277B,BSC250277B,HR81065,HR 81065,1
BSC25-0277D,BSC250277D,HR81065,HR 81065,1
BSC25-0278F,BSC250278F,HR81065,HR 81065,1
BSC25-0278Q,BSC250278Q,HR80471,HR 80471,1
BSC25-0278Z,BSC250278Z,HR80921,HR 80921,1
BSC25-0279Q,BSC250279Q,HR80471,HR 80471,1
BSC25-0282A,BSC250282A,HR81762,HR 81762,1
BSC25-0282M,BSC250282M,HR47168,HR 47168,0
BSC25-0283G,BSC250283G,HR80467,HR 80467,1
BSC25-0283M,BSC250283M,HR46533,HR 46533,1
BSC25-0284,BSC250284,HR81102,HR 81102,1
BSC25-0284C,BSC250284C,HR80925,HR 80925,1
BSC25-0286B,BSC250286B,HR80920,HR 80920,1
BSC25-0286G,BSC250286G,HR80919,HR 80919,1
BSC25-0286GA,BSC250286GA,HR80922,HR 80922,1
BSC25-0286H,BSC250286H,HR81371,HR 81371,1
BSC25-0286S,BSC250286S,HR80916,HR 80916,0
BSC25-0287E,BSC250287E,HR81007,HR 81007,1
BSC25-0294A,BSC250294A,HR8703,HR 8703,1
BSC25-0295E,BSC250295E,HR80879,HR 80879,0
BSC25-0297F,BSC250297F,HR81789,HR 81789,1
BSC25-0299D,BSC250299D,HR80490,HR 80490,1
BSC25-02A,BSC2502A,HR7207,HR 7207,1
BSC25-02A1W,BSC2502A1W,HR81097,HR 81097,1
BSC25-02A3W,BSC2502A3W,HR81098,HR 81098,1
BSC25-02A5W,BSC2502A5W,HR81099,HR 81099,0
BSC25-02A6W,BSC2502A6W,HR81100,HR 81100,1
BSC25-02AW,BSC2502AW,HR81173,HR 81173,1
BSC25-02AW(T),BSC2502AW(T),HR81173,HR 81173,1
BSC25-02AW1,BSC2502AW1,HR81417,HR 81417,1
BSC25-02AW12,BSC2502AW12,HR81367,HR 81367,0
BSC25-02AW13,BSC2502AW13,HR81417,HR 81417,1
BSC25-02AW14,BSC2502AW14,HR8358,HR 8358,1
BSC25-02AW16,BSC2502AW16,HR8896,HR 8896,1
BSC25-02AW2,BSC2502AW2,HR81368,HR 81368,0
BSC25-02AW20,BSC2502AW20,HR81091,HR 81091,1
BSC25-02AW21,BSC2502AW21,HR81092,HR 81092,1
BSC25-02AW22,BSC2502AW22,HR8351,HR 8351,1
BSC25-02AW23,BSC2502AW23,HR8467,HR 8467,1
BSC2502AW25,BSC2502AW25,HR81412,HR 81412,1
BSC25-02AW25,BSC2502AW25,HR81781,HR 81781,0
BSC25-02AW35,BSC2502AW35,HR81412,HR 81412,1
BSC25-02AW4,BSC2502AW4,HR81094,HR 81094,0
BSC25-02AW41,BSC2502AW41,HR80062,HR 80062,1
BSC25-02AW44,BSC2502AW44,HR81395,HR 81395,1
BSC25-02AW48,BSC2502AW48,HR81115,HR 81115,1
BSC25-02AW50,BSC2502AW50,HR8908,HR 8908,1
BSC25-02AW8,BSC2502AW8,HR81099,HR 81099,0
BSC25-02AW9,BSC2502AW9,HR81096,HR 81096,0
BSC25-02F,BSC2502F,HR7173,HR 7173,1
BSC25-02P,BSC2502P,HR7173,HR 7173,1
BSC25-02P04,BSC2502P04,HR81092,HR 81092,1
BSC25-02W10,BSC2502W10,HR81134,HR 81134,0
BSC25-03,BSC2503,HR8205,HR 8205,1
BSC25-0308,BSC250308,HR7898,HR 7898,1
BSC25-03106,BSC2503106,HR8804,HR 8804,1
BSC25-0314,BSC250314,HR81092,HR 81092,1
BSC25-0317-5,BSC2503175,HR7459,HR 7459,1
BSC25-0317S,BSC250317S,HR7459,HR 7459,1
BSC25-0348C,BSC250348C,HR80759,HR 80759,0
BSC25-03DF,BSC2503DF,HR80879,HR 80879,0
BSC25-03F,BSC2503F,HR80347,HR 80347,1
BSC25-03PE,BSC2503PE,HR80362,HR 80362,1
BSC25-0405A,BSC250405A,HR47719,HR 47719,0
BSC25-0405S,BSC250405S,HR8925,HR 8925,1
BSC25-0504,BSC250504,HR81790,HR 81790,0
BSC25-0520,BSC250520,HR81719,HR 81719,0
BSC25-0541,BSC250541,HR7976,HR 7976,1
BSC25-0558,BSC250558,HR81938,HR 81938,1
BSC25-0561,BSC250561,HR8916,HR 8916,1
BSC25-0578,BSC250578,HR80579,HR 80579,0
BSC25-0578F,BSC250578F,HR80579,HR 80579,0
BSC25-05N1404,BSC2505N1404,HR8916,HR 8916,1
BSC25-05N1430,BSC2505N1430,HR8703,HR 8703,1
BSC25-05N2102,BSC2505N2102,HR80760,HR 80760,0
BSC25-05N2105A,BSC2505N2105A,HR80291,HR 80291,0
BSC25-05N2110A,BSC2505N2110A,HR80362,HR 80362,1
BSC25-05N2120R,BSC2505N2120R,HR80799,HR 80799,1
BSC25-05N2125,BSC2505N2125,HR8358,HR 8358,1
BSC25-05N2136,BSC2505N2136,HR81085,HR 81085,0
BSC25-0601,BSC250601,HR7963,HR 7963,1
BSC25-0605,BSC250605,HR81001,HR 81001,0
BSC25-0706,BSC250706,HR7136,HR 7136,1
BSC25-0710,BSC250710,HR80831,HR 80831,0
BSC25-0710K,BSC250710K,HR7145,HR 7145,1
BSC25-0711,BSC250711,HR7505,HR 7505,1
BSC25-0726K,BSC250726K,HR7083,HR 7083,1
BSC25-0801,BSC250801,HR7422,HR 7422,1
BSC25-0801S,BSC250801S,HR7812,HR 7812,1
BSC25-0809P,BSC250809P,HR81059,HR 81059,0
BSC25-0810,BSC250810,HR80166,HR 80166,0
BSC25-0820,BSC250820,HR8254,HR 8254,1
BSC25-0821,BSC250821,HR8254,HR 8254,1
BSC25-0835,BSC250835,HR81791,HR 81791,0
BSC25-09,BSC2509,HR8799,HR 8799,1
BSC25-0906,BSC250906,HR8269,HR 8269,1
BSC25-0912,BSC250912,HR7624,HR 7624,1
BSC25-0919,BSC250919,HR81105,HR 81105,1
BSC25-0926B,BSC250926B,HR81181,HR 81181,0
BSC25-0932,BSC250932,HR81105,HR 81105,1
BSC25-0935,BSC250935,HR81105,HR 81105,1
BSC25-09F,BSC2509F,HR8799,HR 8799,1
BSC25-09N20A,BSC2509N20A,HR80920,HR 80920,1
BSC25-09N20E,BSC2509N20E,HR80362,HR 80362,1
BSC25-09N30D,BSC2509N30D,HR80924,HR 80924,0
BSC25-1003A,BSC251003A,HR80450,HR 80450,0
BSC25-1030B,BSC251030B,HR81792,HR 81792,1
BSC25-1030E,BSC251030E,HR81793,HR 81793,0
BSC25-1056,BSC251056,HR81794,HR 81794,0
BSC25-1056A,BSC251056A,HR81795,HR 81795,0
BSC25-1056B,BSC251056B,HR81182,HR 81182,0
BSC25-1056D,BSC251056D,HR81356,HR 81356,0
BSC25-1058,BSC251058,HR8921,HR 8921,1
BSC25-1058A,BSC251058A,HR81183,HR 81183,1
BSC25-1058E,BSC251058E,HR82505,HR 82505,0
BSC25-1058G,BSC251058G,HR81184,HR 81184,0
BSC25-1058K,BSC251058K,HR8921,HR 8921,1
BSC25-1059,BSC251059,HR80144,HR 80144,0
BSC25-1059B,BSC251059B,HR81393,HR 81393,1
BSC25-1059C,BSC251059C,HR81185,HR 81185,0
BSC25-1059L,BSC251059L,HR81186,HR 81186,0
BSC25-1059S,BSC251059S,HR81435,HR 81435,0
BSC25-1062,BSC251062,HR81187,HR 81187,0
BSC25-1079,BSC251079,HR7982,HR 7982,1
BSC25-1079B,BSC251079B,HR80081,HR 80081,1
BSC25-1079C,BSC251079C,HR81796,HR 81796,0
BSC25-1079D,BSC251079D,HR81797,HR 81797,0
BSC25-1079L,BSC251079L,HR80377,HR 80377,0
BSC25-1079P,BSC251079P,HR81798,HR 81798,0
BSC25-1088,BSC251088,HR81189,HR 81189,1
BSC25-1102,BSC251102,HR7422,HR 7422,1
BSC25-1103,BSC251103,HR81190,HR 81190,0
BSC25-1103B,BSC251103B,HR81190,HR 81190,0
BSC25-1106,BSC251106,HR81074,HR 81074,1
BSC25-1109,BSC251109,HR80148,HR 80148,0
BSC25-1110,BSC251110,HR81782,HR 81782,0
BSC25-1113,BSC251113,HR80148,HR 80148,0
BSC25-1115,BSC251115,HR81340,HR 81340,1
BSC25-1158,BSC251158,HR81395,HR 81395,1
BSC25-1158S,BSC251158S,HR46266,HR 46266,1
BSC25-1192F,BSC251192F,HR81007,HR 81007,1
BSC25-1194,BSC251194,HR80472,HR 80472,0
BSC25-11943058B,BSC2511943058B,HR80291,HR 80291,0
BSC25-1194D024,BSC251194D024,HR80879,HR 80879,0
BSC25-1194M043,BSC251194M043,HR81364,HR 81364,0
BSC25-1194T058,BSC251194T058,HR80291,HR 80291,0
BSC25-1194T058B,BSC251194T058B,HR80291,HR 80291,0
BSC25-1194T068,BSC251194T068,HR80344,HR 80344,1
BSC25-11F,BSC2511F,HR81780,HR 81780,0
BSC25-136840,BSC25136840,HR81083,HR 81083,1
BSC25-1433,BSC251433,HR47010,HR 47010,1
BSC25-1442,BSC251442,HR48388,HR 48388,0
BSC25-1447,BSC251447,HR46837,HR 46837,1
BSC25-1448,BSC251448,HR46837,HR 46837,1
BSC25-1448/C93,BSC251448C93,HR46837,HR 46837,1
BSC25-1448S,BSC251448S,HR81012,HR 81012,1
BSC25-1454,BSC251454,HR46981,HR 46981,0
BSC25-1456,BSC251456,HR46013,HR 46013,1
BSC25-1458,BSC251458,HR46831,HR 46831,0
BSC25-1458/C93,BSC251458C93,HR46831,HR 46831,0
BSC25-1458S,BSC251458S,HR7420,HR 7420,1
BSC25-1459,BSC251459,HR46221,HR 46221,1
BSC25-1501B,BSC251501B,HR81058,HR 81058,1
BSC25-1503,BSC251503,HR81372,HR 81372,1
BSC25-1505,BSC251505,HR80148,HR 80148,0
